 454.2623,   0.1382,-383.6505,
 458.1326,   0.1393,-383.7095,
 462.0119,   0.1399,-383.7675,
 465.9005,   0.1429,-383.8247,
 469.7981,   0.1493,-383.8813,
 473.7043,   0.1565,-383.9374,
 477.6187,   0.1606,-383.9939,
 481.5419,   0.1620,-384.0511,
 485.4746,   0.1664,-384.1096,
 489.4167,   0.1752,-384.1696,
 493.3670,   0.1852,-384.2308,
 497.3255,   0.1939,-384.2919,
 501.2926,   0.2024,-384.3519,
 505.2688,   0.2135,-384.4089,
 509.2536,   0.2268,-384.4601,
 513.2467,   0.2397,-384.5029,
 517.2486,   0.2542,-384.5341,
 521.2598,   0.2748,-384.5509,
 525.2793,   0.3042,-384.5519,
 529.3060,   0.3345,-384.5369,
 533.3398,   0.3618,-384.5057,
 537.3811,   0.3859,-384.4582,
 541.4299,   0.4065,-384.3920,
 545.4863,   0.4254,-384.3049,
 549.5492,   0.4378,-384.1950,
 553.6196,   0.4450,-384.0589,
 557.6967,   0.4480,-383.8947,
 561.7808,   0.4480,-383.7002,
 565.8713,   0.4457,-383.4742,
 569.9674,   0.4364,-383.2172,
 574.0699,   0.4252,-382.9255,
 578.1783,   0.4178,-382.5963,
 582.2916,   0.4137,-382.2298,
 586.4079,   0.4035,-381.8271,
 590.5266,   0.3810,-381.3852,
 594.6481,   0.3497,-380.8968,
 598.7712,   0.3107,-380.3614,
 602.8954,   0.2618,-379.7788,
 607.0197,   0.2075,-379.1417,
 611.1426,   0.1517,-378.4464,
 615.2623,   0.0890,-377.6950,
 619.3762,   0.0214,-376.8737,
 623.4807,  -0.0455,-375.9781,
 627.5718,  -0.1096,-375.0093,
 631.6448,  -0.1709,-373.9658,
 635.6951,  -0.2292,-372.8417,
 639.7174,  -0.2805,-371.6330,
 643.7070,  -0.3225,-370.3372,
 647.6584,  -0.3566,-368.9530,
 651.5671,  -0.3833,-367.4796,
 655.4291,  -0.4026,-365.9156,
 659.2369,  -0.4068,-364.2538,
 662.9867,  -0.3982,-362.4968,
 666.6756,  -0.3811,-360.6460,
 670.3005,  -0.3589,-358.7051,
 673.8604,  -0.3336,-356.6768,
 677.3542,  -0.3088,-354.5668,
 680.7781,  -0.2834,-352.3730,
 684.1265,  -0.2539,-350.0951,
 687.3922,  -0.2181,-347.7308,
 690.5728,  -0.1770,-345.2824,
 693.6713,  -0.1341,-342.7577,
 696.6846,  -0.0864,-340.1564,
 699.6074,  -0.0369,-337.4790,
 702.4340,   0.0137,-334.7243,
 705.1599,   0.0694,-331.8937,
 707.7785,   0.1323,-328.9878,
 710.2927,   0.1969,-326.0139,
 712.7068,   0.2612,-322.9789,
 715.0122,   0.3319,-319.8844,
 717.2092,   0.4022,-316.7342,
 719.2956,   0.4681,-313.5290,
 721.2737,   0.5310,-310.2738,
 723.1395,   0.5913,-306.9715,
 724.8897,   0.6454,-303.6255,
 726.5212,   0.6977,-300.2375,
 728.0359,   0.7465,-296.8119,
 729.4326,   0.7911,-293.3544,
 730.7107,   0.8302,-289.8681,
 731.8684,   0.8599,-286.3558,
 732.8981,   0.8851,-282.8209,
 733.8069,   0.9020,-279.2679,
 734.5918,   0.9103,-275.6996,
 735.2532,   0.9107,-272.1169,
 735.7905,   0.9037,-268.5220,
 736.2001,   0.8910,-264.9161,
 736.4879,   0.8692,-261.3033,
 736.6509,   0.8391,-257.6847,
 736.6926,   0.8010,-254.0631,
 736.6100,   0.7564,-250.4421,
 736.4082,   0.7025,-246.8242,
 736.0865,   0.6411,-243.2128,
 735.6426,   0.5749,-239.6105,
 735.0790,   0.5043,-236.0211,
 734.3939,   0.4308,-232.4478,
 733.5980,   0.3514,-228.8924,
 732.6984,   0.2650,-225.3553,
 731.6942,   0.1772,-221.8375,
 730.5852,   0.0939,-218.3430,
 729.3795,   0.0123,-214.8717,
 728.0796,  -0.0645,-211.4252,
 726.6887,  -0.1339,-208.0040,
 725.2109,  -0.1967,-204.6104,
 723.6484,  -0.2547,-201.2453,
 722.0026,  -0.3089,-197.9107,
 720.2664,  -0.3550,-194.6130,
 718.4436,  -0.3989,-191.3539,
 716.5327,  -0.4412,-188.1379,
 714.5305,  -0.4803,-184.9689,
 712.4341,  -0.5142,-181.8542,
 710.2455,  -0.5461,-178.7975,
 707.9681,  -0.5765,-175.8036,
 705.6052,  -0.6077,-172.8763,
 703.1579,  -0.6389,-170.0220,
 700.6254,  -0.6674,-167.2473,
 698.0132,  -0.6952,-164.5554,
 695.3235,  -0.7242,-161.9488,
 692.5605,  -0.7556,-159.4282,
 689.7230,  -0.7873,-156.9966,
 686.8132,  -0.8194,-154.6567,
 683.8329,  -0.8542,-152.4078,
 680.7853,  -0.8912,-150.2521,
 677.6746,  -0.9351,-148.1862,
 674.4993,  -0.9805,-146.2169,
 671.2667,  -1.0310,-144.3389,
 667.9781,  -1.0870,-142.5540,
 664.6346,  -1.1453,-140.8660,
 661.2408,  -1.2070,-139.2730,
 657.7967,  -1.2674,-137.7797,
 654.3053,  -1.3229,-136.3881,
 650.7738,  -1.3793,-135.0908,
 647.2032,  -1.4363,-133.8892,
 643.5970,  -1.4909,-132.7818,
 639.9597,  -1.5462,-131.7622,
 636.2905,  -1.5956,-130.8369,
 632.5929,  -1.6344,-130.0050,
 628.8730,  -1.6730,-129.2522,
 625.1307,  -1.7113,-128.5781,
 621.3687,  -1.7455,-127.9773,
 617.5908,  -1.7837,-127.4356,
 613.7971,  -1.8281,-126.9492,
 609.9890,  -1.8776,-126.5064,
 606.1679,  -1.9317,-126.0927,
 602.3345,  -1.9870,-125.6973,
 598.4896,  -2.0389,-125.3112,
 594.6353,  -2.0924,-124.9281,
 590.7727,  -2.1581,-124.5434,
 586.8997,  -2.2277,-124.1572,
 583.0161,  -2.2987,-123.7717,
 579.1221,  -2.3718,-123.3890,
 575.2177,  -2.4490,-123.0100,
 571.3016,  -2.5223,-122.6349,
 567.3738,  -2.5832,-122.2629,
 563.4362,  -2.6327,-121.8898,
 559.4915,  -2.6803,-121.5076,
 555.5410,  -2.7301,-121.1050,
 551.5860,  -2.7790,-120.6693,
 547.6285,  -2.8276,-120.1956,
 543.6703,  -2.8762,-119.6801,
 539.7135,  -2.9265,-119.1229,
 535.7592,  -2.9810,-118.5214,
 531.8082,  -3.0451,-117.8784,
 527.8604,  -3.1181,-117.1905,
 523.9153,  -3.1928,-116.4575,
 519.9744,  -3.2680,-115.6784,
 516.0378,  -3.3475,-114.8555,
 512.1055,  -3.4360,-113.9922,
 508.1784,  -3.5270,-113.0832,
 504.2543,  -3.6238,-112.1387,
 500.3316,  -3.7253,-111.1693,
 496.4107,  -3.8300,-110.1757,
 492.4928,  -3.9281,-109.1485,
 488.5764,  -4.0196,-108.0861,
 484.6609,  -4.1147,-106.9970,
 480.7498,  -4.2141,-105.8707,
 476.8454,  -4.3142,-104.6997,
 472.9512,  -4.4084,-103.4737,
 469.0696,  -4.5003,-102.1899,
 465.2021,  -4.5937,-100.8473,
 461.3505,  -4.6854, -99.4424,
 457.5157,  -4.7756, -97.9761,
 451.4189,  -4.9171, -95.5008,
 447.6346,  -5.0024, -93.8720,
 443.8708,  -5.0856, -92.1829,
 440.1257,  -5.1720, -90.4394,
 436.3997,  -5.2610, -88.6409,
 432.6930,  -5.3496, -86.7869,
 429.0048,  -5.4375, -84.8800,
 425.3339,  -5.5217, -82.9226,
 421.6790,  -5.6024, -80.9190,
 418.0387,  -5.6836, -78.8739,
 414.4117,  -5.7676, -76.7903,
 410.7975,  -5.8527, -74.6685,
 407.1970,  -5.9386, -72.5080,
 403.6126,  -6.0260, -70.3066,
 400.0456,  -6.1138, -68.0624,
 396.4986,  -6.2011, -65.7730,
 392.9755,  -6.2838, -63.4327,
 389.4786,  -6.3592, -61.0401,
 386.0071,  -6.4293, -58.5981,
 382.5622,  -6.4952, -56.1071,
 379.1441,  -6.5614, -53.5698,
 375.7526,  -6.6336, -50.9880,
 372.3886,  -6.7109, -48.3605,
 369.0539,  -6.7904, -45.6852,
 365.7502,  -6.8693, -42.9610,
 362.4768,  -6.9485, -40.1903,
 359.2345,  -7.0247, -37.3729,
 356.0246,  -7.0945, -34.5081,
 352.8455,  -7.1601, -31.5996,
 349.6976,  -7.2216, -28.6476,
 346.5817,  -7.2774, -25.6524,
 343.4954,  -7.3303, -22.6182,
 340.4377,  -7.3829, -19.5461,
 337.4099,  -7.4332, -16.4354,
 334.4111,  -7.4823, -13.2877,
 331.4420,  -7.5294, -10.1035,
 328.5019,  -7.5734,  -6.8836,
 325.5918,  -7.6136,  -3.6278,
 322.7139,  -7.6480,  -0.3351,
 319.8661,  -7.6772,   2.9918,
 317.0465,  -7.7053,   6.3497,
 314.2558,  -7.7312,   9.7398,
 311.4933,  -7.7541,  13.1608,
 308.7585,  -7.7748,  16.6116,
 306.0490,  -7.7951,  20.0898,
 303.3642,  -7.8175,  23.5938,
 300.7043,  -7.8438,  27.1240,
 298.0692,  -7.8736,  30.6799,
 295.4576,  -7.9077,  34.2610,
 292.8708,  -7.9429,  37.8681,
 290.3076,  -7.9795,  41.4996,
 287.7682,  -8.0177,  45.1554,
 285.2528,  -8.0568,  48.8356,
 282.7627,  -8.0944,  52.5409,
 280.2978,  -8.1267,  56.2713,
 277.8567,  -8.1536,  60.0250,
 275.4381,  -8.1762,  63.8006,
 273.0418,  -8.1940,  67.5977,
 270.6667,  -8.2061,  71.4153,
 268.3117,  -8.2147,  75.2517,
 265.9749,  -8.2241,  79.1055,
 263.6545,  -8.2371,  82.9754,
 261.3502,  -8.2524,  86.8616,
 259.0620,  -8.2671,  90.7646,
 256.7892,  -8.2788,  94.6839,
 254.5318,  -8.2833,  98.6194,
 252.2891,  -8.2812, 102.5698,
 250.0594,  -8.2799, 106.5326,
 247.8439,  -8.2794, 110.5064,
 245.6441,  -8.2809, 114.4884,
 243.4599,  -8.2858, 118.4763,
 241.2919,  -8.2912, 122.4704,
 239.1406,  -8.2913, 126.4726,
 237.0074,  -8.2832, 130.4829,
 234.8913,  -8.2750, 134.5007,
 232.7916,  -8.2689, 138.5272,
 230.7080,  -8.2636, 142.5629,
 228.6403,  -8.2583, 146.6087,
 226.5872,  -8.2543, 150.6642,
 224.5476,  -8.2531, 154.7294,
 222.5193,  -8.2555, 158.8040,
 220.5002,  -8.2608, 162.8876,
 218.4883,  -8.2678, 166.9796,
 216.4813,  -8.2746, 171.0795,
 214.4762,  -8.2765, 175.1864,
 212.4695,  -8.2724, 179.2983,
 210.4592,  -8.2669, 183.4133,
 208.4485,  -8.2632, 187.5206,
 206.4511,  -8.2608, 191.5880,
 204.4727,  -8.2616, 195.6039,
 202.5146,  -8.2667, 199.5629,
 200.5773,  -8.2705, 203.4592,
 198.6565,  -8.2668, 207.2946,
 196.7433,  -8.2539, 211.0675,
 194.8345,  -8.2341, 214.7715,
 192.9267,  -8.2099, 218.4050,
 191.0133,  -8.1817, 221.9678,
 189.0895,  -8.1534, 225.4603,
 187.1549,  -8.1283, 228.8811,
 185.2100,  -8.1061, 232.2288,
 183.2482,  -8.0863, 235.5049,
 181.2574,  -8.0714, 238.7214,
 179.2289,  -8.0636, 241.8853,
 177.1633,  -8.0609, 244.9893,
 175.0711,  -8.0597, 248.0229,
 172.9568,  -8.0608, 250.9851,
 170.8171,  -8.0658, 253.8755,
 168.6515,  -8.0741, 256.6945,
 166.4627,  -8.0855, 259.4431,
 164.2476,  -8.1006, 262.1231,
 161.9995,  -8.1182, 264.7338,
 159.7212,  -8.1399, 267.2763,
 157.4243,  -8.1643, 269.7471,
 155.1192,  -8.1915, 272.1446,
 152.8079,  -8.2169, 274.4617,
 150.4843,  -8.2383, 276.6956,
 148.1382,  -8.2595, 278.8568,
 145.7613,  -8.2835, 280.9508,
 143.3559,  -8.3097, 282.9739,
 140.9333,  -8.3303, 284.9140,
 138.5058,  -8.3406, 286.7697,
 136.0722,  -8.3471, 288.5509,
 133.6161,  -8.3529, 290.2599,
 131.1394,  -8.3574, 291.8963,
 128.6429,  -8.3604, 293.4588,
 126.1272,  -8.3636, 294.9488,
 123.5926,  -8.3678, 296.3652,
 121.0397,  -8.3716, 297.7066,
 118.4674,  -8.3707, 298.9662,
 115.8760,  -8.3623, 300.1399,
 113.2685,  -8.3478, 301.2319,
 110.6490,  -8.3338, 302.2482,
 108.0188,  -8.3207, 303.1863,
 105.3803,  -8.3071, 304.0423,
 102.7355,  -8.2940, 304.8189,
 100.0857,  -8.2817, 305.5172,
  97.4331,  -8.2701, 306.1346,
  94.7801,  -8.2578, 306.6695,
  92.1289,  -8.2431, 307.1221,
  89.4817,  -8.2236, 307.4907,
  86.8406,  -8.2026, 307.7776,
  84.2062,  -8.1834, 307.9857,
  81.5801,  -8.1645, 308.1130,
  78.9639,  -8.1447, 308.1606,
  76.3588,  -8.1215, 308.1290,
  73.7670,  -8.0941, 308.0213,
  71.1904,  -8.0638, 307.8401,
  68.6308,  -8.0323, 307.5831,
  66.0911,  -7.9989, 307.2498,
  63.5737,  -7.9639, 306.8405,
  61.0830,  -7.9269, 306.3523,
  58.6220,  -7.8884, 305.7854,
  56.1927,  -7.8507, 305.1440,
  53.7975,  -7.8163, 304.4298,
  51.4396,  -7.7857, 303.6412,
  49.1226,  -7.7571, 302.7766,
  46.8486,  -7.7289, 301.8375,
  44.6199,  -7.7020, 300.8257,
  42.4387,  -7.6769, 299.7418,
  40.3062,  -7.6547, 298.5883,
  38.2245,  -7.6345, 297.3663,
  36.1971,  -7.6144, 296.0764,
  34.2255,  -7.5959, 294.7226,
  32.3111,  -7.5816, 293.3064,
  30.4557,  -7.5717, 291.8293,
  28.6596,  -7.5659, 290.2938,
  26.9253,  -7.5633, 288.7006,
  25.2535,  -7.5640, 287.0526,
  23.6439,  -7.5682, 285.3529,
  22.0962,  -7.5757, 283.6031,
  20.6098,  -7.5861, 281.8035,
  19.1838,  -7.5990, 279.9550,
  17.8169,  -7.6140, 278.0591,
  16.5082,  -7.6310, 276.1168,
  15.2576,  -7.6504, 274.1289,
  14.0642,  -7.6722, 272.0968,
  12.9284,  -7.6947, 270.0211,
  11.8511,  -7.7154, 267.9021,
  10.8328,  -7.7324, 265.7409,
   9.8729,  -7.7461, 263.5396,
   8.9702,  -7.7569, 261.2999,
   8.1246,  -7.7651, 259.0231,
   7.3359,  -7.7700, 256.7104,
   6.6024,  -7.7704, 254.3636,
   5.9232,  -7.7672, 251.9845,
   5.2963,  -7.7618, 249.5754,
   4.7199,  -7.7533, 247.1373,
   4.1936,  -7.7407, 244.6713,
   3.7163,  -7.7230, 242.1788,
   3.2856,  -7.6996, 239.6614,
   2.8993,  -7.6711, 237.1208,
   2.5562,  -7.6377, 234.5579,
   2.2530,  -7.5991, 231.9740,
   1.9858,  -7.5577, 229.3705,
   1.7519,  -7.5153, 226.7482,
   1.5484,  -7.4721, 224.1075,
   1.3714,  -7.4281, 221.4489,
   1.2186,  -7.3830, 218.7727,
   1.0846,  -7.3384, 216.0797,
   0.9652,  -7.2932, 213.3699,
   0.8554,  -7.2456, 210.6435,
   0.7449,  -7.1949, 207.9010,
   0.6241,  -7.1423, 205.1440,
   0.4848,  -7.0901, 202.3734,
   0.3173,  -7.0363, 199.5895,
   0.1155,  -6.9796, 196.7933,
  -0.1243,  -6.9200, 193.9859,
  -0.4079,  -6.8576, 191.1688,
  -0.7391,  -6.7916, 188.3434,
  -1.1203,  -6.7233, 185.5113,
  -1.5544,  -6.6536, 182.6750,
  -2.0434,  -6.5834, 179.8389,
  -2.5883,  -6.5139, 177.0089,
  -3.1874,  -6.4477, 174.1898,
  -3.8462,  -6.3808, 171.3870,
  -4.5665,  -6.3099, 168.6054,
  -5.3474,  -6.2348, 165.8483,
  -6.1905,  -6.1553, 163.1194,
  -7.0955,  -6.0737, 160.4216,
  -8.0640,  -5.9904, 157.7574,
  -9.0965,  -5.9039, 155.1307,
 -10.1902,  -5.8167, 152.5427,
 -11.3468,  -5.7292, 149.9966,
 -12.5669,  -5.6404, 147.4956,
 -13.8481,  -5.5505, 145.0413,
 -15.1910,  -5.4577, 142.6385,
 -16.5911,  -5.3626, 140.2920,
 -18.0462,  -5.2669, 138.0021,
 -19.5528,  -5.1694, 135.7756,
 -21.1094,  -5.0716, 133.6119,
 -22.7116,  -4.9733, 131.5152,
 -24.3540,  -4.8750, 129.4880,
 -26.0388,  -4.7762, 127.5289,
 -27.7680,  -4.6771, 125.6387,
 -29.5375,  -4.5809, 123.8173,
 -31.3500,  -4.4894, 122.0600,
 -33.2028,  -4.4044, 120.3663,
 -35.0916,  -4.3264, 118.7393,
 -36.9992,  -4.2532, 117.1878,
 -38.9222,  -4.1855, 115.7119,
 -40.8785,  -4.1218, 114.3049,
 -42.8671,  -4.0623, 112.9654,
 -44.8850,  -4.0072, 111.6975,
 -46.9303,  -3.9563, 110.5024,
 -49.0017,  -3.9109, 109.3780,
 -51.0979,  -3.8709, 108.3251,
 -53.2180,  -3.8348, 107.3460,
 -55.3599,  -3.8009, 106.4418,
 -57.5220,  -3.7697, 105.6119,
 -59.7032,  -3.7412, 104.8572,
 -61.9019,  -3.7163, 104.1769,
 -64.1164,  -3.6949, 103.5712,
 -66.3448,  -3.6766, 103.0410,
 -68.5854,  -3.6612, 102.5868,
 -70.8374,  -3.6478, 102.2103,
 -73.0993,  -3.6366, 101.9101,
 -75.3700,  -3.6290, 101.6837,
 -77.6489,  -3.6249, 101.5312,
 -79.9353,  -3.6218, 101.4541,
 -82.2287,  -3.6181, 101.4521,
 -84.5284,  -3.6150, 101.5216,
 -86.8344,  -3.6145, 101.6598,
 -89.1469,  -3.6175, 101.8652,
 -91.4660,  -3.6226, 102.1374,
 -93.7914,  -3.6278, 102.4758,
 -96.1221,  -3.6319, 102.8788,
 -98.4569,  -3.6345, 103.3448,
-100.7948,  -3.6368, 103.8720,
-103.1347,  -3.6392, 104.4595,
-105.4754,  -3.6406, 105.1077,
-107.8156,  -3.6408, 105.8163,
-110.1536,  -3.6400, 106.5853,
-112.4880,  -3.6392, 107.4144,
-114.8170,  -3.6387, 108.3041,
-117.1391,  -3.6372, 109.2556,
-119.4528,  -3.6344, 110.2677,
-121.7565,  -3.6307, 111.3406,
-124.0487,  -3.6258, 112.4741,
-126.3282,  -3.6197, 113.6672,
-128.5939,  -3.6131, 114.9190,
-130.8452,  -3.6069, 116.2275,
-133.0810,  -3.6005, 117.5929,
-135.2993,  -3.5916, 119.0163,
-137.4989,  -3.5792, 120.4966,
-139.6787,  -3.5622, 122.0329,
-141.8386,  -3.5436, 123.6213,
-143.9788,  -3.5270, 125.2595,
-146.0979,  -3.5125, 126.9486,
-148.1948,  -3.4992, 128.6885,
-150.2686,  -3.4864, 130.4790,
-152.3178,  -3.4740, 132.3198,
-154.3419,  -3.4640, 134.2089,
-156.3404,  -3.4566, 136.1456,
-158.3124,  -3.4484, 138.1307,
-160.2568,  -3.4363, 140.1636,
-162.1728,  -3.4223, 142.2429,
-164.0638,  -3.4118, 144.3632,
-165.9346,  -3.4078, 146.5202,
-167.7877,  -3.4072, 148.7128,
-169.6269,  -3.4062, 150.9384,
-171.4565,  -3.4048, 153.1920,
-173.2815,  -3.4045, 155.4688,
-175.1057,  -3.4043, 157.7660,
-176.9321,  -3.4036, 160.0812,
-178.7631,  -3.4023, 162.4124,
-180.6006,  -3.3972, 164.7589,
-182.4460,  -3.3864, 167.1189,
-184.2993,  -3.3735, 169.4907,
-186.1611,  -3.3623, 171.8734,
-188.0321,  -3.3521, 174.2671,
-189.9124,  -3.3400, 176.6724,
-191.8027,  -3.3238, 179.0886,
-193.7034,  -3.3023, 181.5147,
-195.6145,  -3.2768, 183.9497,
-197.5361,  -3.2507, 186.3927,
-199.4697,  -3.2263, 188.8426,
-201.4162,  -3.2013, 191.2994,
-203.3748,  -3.1752, 193.7634,
-205.3457,  -3.1477, 196.2343,
-207.3290,  -3.1183, 198.7121,
-209.3238,  -3.0870, 201.1969,
-211.3299,  -3.0554, 203.6886,
-213.3470,  -3.0226, 206.1873,
-215.3741,  -2.9876, 208.6939,
-217.4088,  -2.9521, 211.2090,
-219.4478,  -2.9180, 213.7318,
-221.4870,  -2.8843, 216.2593,
-223.5232,  -2.8514, 218.7891,
-225.5551,  -2.8193, 221.3214,
-227.5845,  -2.7881, 223.8593,
-229.6111,  -2.7575, 226.4035,
-231.6351,  -2.7275, 228.9538,
-233.6580,  -2.6983, 231.5102,
-235.6806,  -2.6714, 234.0729,
-237.7042,  -2.6481, 236.6427,
-239.7307,  -2.6285, 239.2196,
-241.7614,  -2.6100, 241.8043,
-243.7969,  -2.5923, 244.3965,
-245.8372,  -2.5775, 246.9965,
-247.8829,  -2.5662, 249.6045,
-249.9347,  -2.5566, 252.2207,
-251.9928,  -2.5486, 254.8453,
-254.0576,  -2.5408, 257.4785,
-256.1286,  -2.5334, 260.1202,
-258.2059,  -2.5274, 262.7704,
-260.2899,  -2.5207, 265.4289,
-262.3806,  -2.5115, 268.0961,
-264.4774,  -2.5010, 270.7716,
-266.5799,  -2.4931, 273.4551,
-268.6885,  -2.4891, 276.1465,
-270.8035,  -2.4896, 278.8463,
-272.9247,  -2.4942, 281.5546,
-275.0528,  -2.5012, 284.2716,
