49, -74.2038,   0.1615,-384.7558,
50, -72.3521,   0.1642,-384.7560,
51, -70.5001,   0.1670,-384.7559,
52, -68.6485,   0.1686,-384.7558,
53, -66.7969,   0.1675,-384.7560,
54, -64.9446,   0.1647,-384.7561,
55, -63.0921,   0.1621,-384.7556,
56, -61.2398,   0.1604,-384.7550,
57, -59.3872,   0.1588,-384.7544,
58, -57.5342,   0.1588,-384.7537,
59, -55.6815,   0.1604,-384.7530,
60, -53.8293,   0.1613,-384.7522,
61, -51.9768,   0.1601,-384.7512,
62, -50.1242,   0.1574,-384.7498,
63, -48.2714,   0.1548,-384.7480,
64, -46.4184,   0.1535,-384.7465,
65, -44.5657,   0.1534,-384.7449,
66, -42.7132,   0.1526,-384.7432,
67, -40.8603,   0.1508,-384.7407,
68, -39.0076,   0.1486,-384.7380,
69, -37.1548,   0.1470,-384.7353,
70, -35.3021,   0.1461,-384.7324,
71, -33.4500,   0.1452,-384.7294,
72, -30.4863,   0.1407,-384.7241,
73, -28.6335,   0.1384,-384.7204,
74, -26.7809,   0.1378,-384.7159,
75, -24.9285,   0.1379,-384.7112,
76, -23.0762,   0.1379,-384.7063,
77, -21.2234,   0.1388,-384.7011,
78, -19.3708,   0.1411,-384.6957,
79, -17.5188,   0.1438,-384.6902,
80, -15.6669,   0.1446,-384.6841,
81, -13.8147,   0.1440,-384.6773,
82, -11.9609,   0.1446,-384.6701,
83, -10.1004,   0.1475,-384.6623,
84,  -8.2287,   0.1515,-384.6541,
85,  -6.3424,   0.1550,-384.6457,
86,  -4.4384,   0.1580,-384.6365,
87,  -2.5145,   0.1614,-384.6268,
88,  -0.5697,   0.1657,-384.6161,
89,   1.3962,   0.1694,-384.6051,
90,   3.3836,   0.1716,-384.5930,
91,   5.3933,   0.1723,-384.5800,
92,   7.4255,   0.1723,-384.5661,
93,   9.4803,   0.1721,-384.5515,
94,  11.5575,   0.1718,-384.5360,
95,  13.6570,   0.1715,-384.5195,
96,  15.7783,   0.1704,-384.5020,
97,  17.9214,   0.1686,-384.4833,
98,  20.0864,   0.1674,-384.4631,
99,  22.2724,   0.1648,-384.4416,
100,  24.4784,   0.1599,-384.4189,
101,  26.7012,   0.1550,-384.3950,
102,  28.9322,   0.1509,-384.3700,
103,  31.1650,   0.1481,-384.3441,
104,  33.3975,   0.1463,-384.3172,
105,  35.6332,   0.1456,-384.2888,
106,  37.8779,   0.1484,-384.2590,
107,  40.1301,   0.1518,-384.2283,
108,  42.3908,   0.1545,-384.1970,
109,  44.6623,   0.1579,-384.1647,
110,  46.9462,   0.1638,-384.1315,
111,  49.2431,   0.1701,-384.0974,
112,  51.5541,   0.1737,-384.0626,
113,  53.8810,   0.1748,-384.0270,
114,  56.2251,   0.1761,-383.9914,
115,  60.0110,   0.1792,-383.9337,
116,  62.3993,   0.1799,-383.8973,
117,  66.2571,   0.1801,-383.8376,
118,  68.6910,   0.1786,-383.7992,
119,  71.1424,   0.1747,-383.7585,
120,  73.6121,   0.1704,-383.7151,
121,  76.0998,   0.1661,-383.6684,
122,  80.1172,   0.1591,-383.5869,
123,  82.6513,   0.1564,-383.5321,
124,  85.2029,   0.1550,-383.4743,
125,  87.7718,   0.1544,-383.4135,
126,  90.3580,   0.1552,-383.3493,
127,  92.9611,   0.1569,-383.2821,
128,  95.5806,   0.1568,-383.2127,
129,  98.2169,   0.1548,-383.1411,
130, 100.8706,   0.1530,-383.0663,
131, 103.5414,   0.1520,-382.9881,
132, 106.2288,   0.1512,-382.9075,
133, 108.9332,   0.1511,-382.8272,
134, 111.6543,   0.1509,-382.7500,
135, 114.3919,   0.1498,-382.6772,
136, 117.1462,   0.1487,-382.6104,
137, 119.9171,   0.1483,-382.5520,
138, 122.7042,   0.1469,-382.5030,
139, 125.5071,   0.1426,-382.4635,
140, 128.3265,   0.1373,-382.4346,
141, 131.1626,   0.1337,-382.4157,
142, 134.0151,   0.1323,-382.4057,
143, 136.8838,   0.1337,-382.4034,
144, 139.7678,   0.1361,-382.4077,
145, 142.6668,   0.1376,-382.4167,
146, 145.5813,   0.1403,-382.4310,
147, 148.5107,   0.1428,-382.4499,
148, 151.4549,   0.1442,-382.4721,
149, 154.4145,   0.1471,-382.4983,
150, 157.3892,   0.1520,-382.5283,
151, 160.3787,   0.1574,-382.5623,
152, 163.3831,   0.1623,-382.6001,
153, 166.4024,   0.1662,-382.6422,
154, 169.4360,   0.1669,-382.6881,
155, 172.4841,   0.1645,-382.7376,
156, 175.5474,   0.1623,-382.7917,
157, 178.6259,   0.1631,-382.8501,
158, 181.7189,   0.1669,-382.9130,
159, 184.8252,   0.1680,-382.9803,
160, 187.9453,   0.1653,-383.0515,
161, 191.0796,   0.1609,-383.1270,
162, 194.2283,   0.1567,-383.2072,
163, 197.3911,   0.1532,-383.2916,
164, 200.5679,   0.1514,-383.3805,
165, 203.7580,   0.1513,-383.4734,
166, 206.9613,   0.1507,-383.5705,
167, 210.1777,   0.1486,-383.6717,
168, 213.4074,   0.1452,-383.7765,
169, 216.6489,   0.1425,-383.8845,
170, 219.8974,   0.1412,-383.9960,
171, 223.1481,   0.1398,-384.1106,
172, 226.3986,   0.1401,-384.2278,
173, 229.6484,   0.1409,-384.3479,
174, 232.9020,   0.1436,-384.4708,
175, 236.1597,   0.1488,-384.5966,
176, 239.4209,   0.1533,-384.7245,
177, 242.6869,   0.1564,-384.8540,
178, 245.9585,   0.1590,-384.9854,
179, 249.2365,   0.1584,-385.1183,
180, 252.5222,   0.1546,-385.2509,
181, 255.8167,   0.1503,-385.3828,
182, 259.1212,   0.1481,-385.5128,
183, 262.4355,   0.1479,-385.6393,
184, 265.7598,   0.1480,-385.7610,
185, 269.0944,   0.1476,-385.8771,
186, 272.4396,   0.1462,-385.9866,
187, 275.7958,   0.1458,-386.0889,
188, 279.1628,   0.1467,-386.1826,
189, 282.5405,   0.1483,-386.2683,
190, 285.9289,   0.1496,-386.3463,
191, 289.3283,   0.1517,-386.4154,
192, 292.7388,   0.1557,-386.4754,
193, 296.1600,   0.1610,-386.5269,
194, 299.5913,   0.1649,-386.5710,
195, 303.0331,   0.1672,-386.6073,
196, 306.4853,   0.1683,-386.6354,
197, 309.9480,   0.1689,-386.6559,
198, 313.4214,   0.1690,-386.6685,
199, 316.9054,   0.1686,-386.6740,
200, 320.3999,   0.1680,-386.6719,
201, 323.9050,   0.1679,-386.6624,
202, 327.4205,   0.1679,-386.6468,
203, 330.9463,   0.1666,-386.6262,
204, 334.4823,   0.1636,-386.6009,
205, 338.0280,   0.1562,-386.5727,
206, 341.5844,   0.1458,-386.5422,
207, 345.1521,   0.1383,-386.5094,
208, 348.7307,   0.1357,-386.4749,
209, 352.3195,   0.1376,-386.4390,
210, 355.9180,   0.1431,-386.4020,
211, 359.5256,   0.1468,-386.3633,
212, 363.1427,   0.1459,-386.3228,
213, 366.7698,   0.1422,-386.2814,
214, 370.4071,   0.1365,-386.2376,
215, 374.0547,   0.1312,-386.1914,
216, 377.7126,   0.1276,-386.1434,
217, 381.3804,   0.1251,-386.0925,
218, 385.0585,   0.1251,-386.0376,
219, 388.7469,   0.1300,-385.9790,
220, 392.4445,   0.1370,-385.9196,
221, 396.1515,   0.1438,-385.8611,
222, 399.8673,   0.1481,-385.8055,
223, 403.5927,   0.1496,-385.7567,
224, 407.3278,   0.1510,-385.7165,
225, 411.0727,   0.1546,-385.6857,
226, 414.8265,   0.1585,-385.6643,
227, 418.5892,   0.1585,-385.6508,
228, 422.3615,   0.1567,-385.6431,
229, 426.1434,   0.1553,-385.6367,
230, 429.9344,   0.1525,-385.6266,
231, 433.7349,   0.1487,-385.6081,
232, 437.5446,   0.1451,-385.5778,
233, 441.3641,   0.1416,-385.5332,
234, 445.1935,   0.1395,-385.4737,
235, 449.0320,   0.1385,-385.4018,
236, 452.8801,   0.1386,-385.3184,
237, 456.7376,   0.1396,-385.2268,
238, 460.6048,   0.1406,-385.1313,
239, 464.4822,   0.1433,-385.0337,
240, 468.3695,   0.1504,-384.9353,
241, 474.6071,   0.1616,-384.7795,
242, 478.5162,   0.1644,-384.6861,
243, 482.4347,   0.1658,-384.5977,
244, 486.3628,   0.1716,-384.5153,
245, 490.2998,   0.1810,-384.4400,
246, 494.2450,   0.1904,-384.3736,
247, 498.1981,   0.1973,-384.3147,
248, 502.1599,   0.2038,-384.2646,
249, 506.1306,   0.2126,-384.2218,
250, 510.1098,   0.2220,-384.1840,
251, 514.0974,   0.2304,-384.1497,
252, 518.0939,   0.2406,-384.1167,
253, 522.1002,   0.2579,-384.0831,
254, 526.1151,   0.2821,-384.0474,
255, 530.1378,   0.3069,-384.0068,
256, 534.1680,   0.3301,-383.9616,
257, 538.2058,   0.3498,-383.9091,
258, 542.2522,   0.3670,-383.8476,
259, 546.3069,   0.3822,-383.7745,
260, 550.3689,   0.3911,-383.6869,
261, 554.4389,   0.3973,-383.5786,
262, 558.5163,   0.4009,-383.4494,
263, 562.6010,   0.4030,-383.2956,
264, 566.6924,   0.4028,-383.1140,
265, 570.7900,   0.3983,-382.9025,
266, 574.8942,   0.3948,-382.6577,
267, 579.0044,   0.3957,-382.3768,
268, 583.1191,   0.3984,-382.0594,
269, 587.2361,   0.3936,-381.7074,
270, 591.3533,   0.3782,-381.3175,
271, 595.4681,   0.3562,-380.8849,
272, 599.5768,   0.3266,-380.4101,
273, 603.6774,   0.2890,-379.8893,
274, 607.7665,   0.2475,-379.3148,
275, 611.8411,   0.2038,-378.6820,
276, 615.8997,   0.1549,-377.9915,
277, 619.9388,   0.1006,-377.2334,
278, 623.9545,   0.0436,-376.3979,
279, 627.9424,  -0.0090,-375.4777,
280, 631.8997,  -0.0581,-374.4760,
281, 635.8240,  -0.1076,-373.3906,
282, 639.7115,  -0.1571,-372.2182,
283, 643.5580,  -0.2030,-370.9542,
284, 647.3597,  -0.2447,-369.5972,
285, 651.1129,  -0.2819,-368.1470,
286, 654.8143,  -0.3146,-366.6035,
287, 658.4584,  -0.3373,-364.9612,
288, 662.0397,  -0.3491,-363.2216,
289, 665.5578,  -0.3542,-361.3888,
290, 669.0107,  -0.3548,-359.4676,
291, 672.4001,  -0.3546,-357.4627,
292, 675.7224,  -0.3542,-355.3770,
293, 678.9781,  -0.3562,-353.2133,
294, 682.1608,  -0.3557,-350.9686,
295, 685.2687,  -0.3524,-348.6453,
296, 688.2985,  -0.3466,-346.2454,
297, 691.2508,  -0.3410,-343.7726,
298, 694.1230,  -0.3358,-341.2293,
299, 696.9099,  -0.3277,-338.6126,
300, 699.6089,  -0.3161,-335.9257,
301, 702.2172,  -0.3002,-333.1698,
302, 704.7346,  -0.2790,-330.3495,
303, 707.1580,  -0.2510,-327.4681,
304, 709.4901,  -0.2262,-324.5287,
305, 711.7238,  -0.2006,-321.5314,
306, 713.8583,  -0.1724,-318.4783,
307, 715.8928,  -0.1444,-315.3744,
308, 717.8254,  -0.1170,-312.2211,
309, 719.6591,  -0.0920,-309.0222,
310, 721.3886,  -0.0674,-305.7766,
311, 723.0172,  -0.0457,-302.4859,
312, 724.5435,  -0.0252,-299.1512,
313, 725.9664,  -0.0060,-295.7733,
314, 727.2879,   0.0109,-292.3558,
315, 728.5045,   0.0273,-288.8991,
316, 729.6155,   0.0425,-285.4052,
317, 730.6172,   0.0553,-281.8764,
318, 731.5112,   0.0642,-278.3155,
319, 732.2977,   0.0704,-274.7256,
320, 732.9746,   0.0742,-271.1088,
321, 733.5412,   0.0761,-267.4686,
322, 733.9924,   0.0798,-263.8075,
323, 734.3336,   0.0807,-260.1297,
324, 734.5622,   0.0805,-256.4384,
325, 734.6794,   0.0790,-252.7366,
326, 734.6851,   0.0756,-249.0280,
327, 734.5797,   0.0704,-245.3152,
328, 734.3632,   0.0636,-241.6012,
329, 734.0295,   0.0598,-237.8900,
330, 733.5806,   0.0580,-234.1851,
331, 733.0178,   0.0566,-230.4908,
332, 732.3483,   0.0505,-226.8089,
333, 731.5751,   0.0394,-223.1418,
334, 730.6870,   0.0293,-219.4943,
335, 729.6855,   0.0204,-215.8709,
336, 728.5720,   0.0125,-212.2777,
337, 727.3489,   0.0051,-208.7201,
338, 726.0187,  -0.0021,-205.2046,
339, 724.5884,  -0.0136,-201.7319,
340, 723.0590,  -0.0292,-198.3044,
341, 721.4248,  -0.0434,-194.9290,
342, 719.6914,  -0.0596,-191.6094,
343, 717.8611,  -0.0788,-188.3487,
344, 715.9365,  -0.1006,-185.1488,
345, 713.9120,  -0.1190,-182.0193,
346, 711.7974,  -0.1402,-178.9584,
347, 709.5920,  -0.1638,-175.9707,
348, 707.2976,  -0.1898,-173.0565,
349, 704.9171,  -0.2188,-170.2180,
350, 702.4498,  -0.2502,-167.4582,
351, 699.8959,  -0.2808,-164.7833,
352, 697.2624,  -0.3155,-162.1899,
353, 694.5521,  -0.3535,-159.6807,
354, 691.7681,  -0.3957,-157.2561,
355, 688.9098,  -0.4374,-154.9237,
356, 685.9844,  -0.4832,-152.6799,
357, 682.9915,  -0.5298,-150.5293,
358, 679.9388,  -0.5828,-148.4656,
359, 676.8257,  -0.6415,-146.4903,
360, 673.6542,  -0.7022,-144.6054,
361, 670.4289,  -0.7688,-142.8067,
362, 667.1491,  -0.8372,-141.0980,
363, 663.8189,  -0.9077,-139.4769,
364, 660.4409,  -0.9814,-137.9429,
365, 657.0143,  -1.0499,-136.5022,
366, 653.5435,  -1.1136,-135.1523,
367, 650.0338,  -1.1775,-133.8868,
368, 646.4867,  -1.2401,-132.7073,
369, 642.9052,  -1.3010,-131.6115,
370, 639.2921,  -1.3606,-130.5962,
371, 635.6475,  -1.4123,-129.6673,
372, 631.9753,  -1.4557,-128.8210,
373, 628.2798,  -1.4989,-128.0472,
374, 624.5620,  -1.5420,-127.3458,
375, 620.8239,  -1.5836,-126.7133,
376, 617.0683,  -1.6294,-126.1408,
377, 613.2969,  -1.6834,-125.6246,
378, 609.5096,  -1.7446,-125.1632,
379, 605.7070,  -1.8112,-124.7518,
380, 601.8892,  -1.8807,-124.3882,
381, 598.0572,  -1.9499,-124.0663,
382, 594.2135,  -2.0241,-123.7764,
383, 590.3584,  -2.1093,-123.5101,
384, 586.4899,  -2.1953,-123.2616,
385, 582.6080,  -2.2765,-123.0239,
386, 578.7144,  -2.3535,-122.7918,
387, 574.8107,  -2.4283,-122.5575,
388, 570.8969,  -2.5025,-122.3159,
389, 566.9730,  -2.5721,-122.0576,
390, 563.0402,  -2.6328,-121.7744,
391, 559.1004,  -2.6874,-121.4623,
392, 555.1544,  -2.7390,-121.1156,
393, 551.2033,  -2.7875,-120.7274,
394, 547.2484,  -2.8359,-120.2962,
395, 543.2905,  -2.8857,-119.8192,
396, 539.3307,  -2.9379,-119.2950,
397, 535.3704,  -2.9940,-118.7228,
398, 531.4100,  -3.0609,-118.1061,
399, 527.4496,  -3.1350,-117.4394,
400, 523.4904,  -3.2124,-116.7222,
401, 519.5344,  -3.2914,-115.9549,
402, 515.5825,  -3.3758,-115.1398,
403, 511.6348,  -3.4645,-114.2774,
404, 507.6917,  -3.5551,-113.3677,
405, 503.7541,  -3.6492,-112.4124,
406, 499.8224,  -3.7456,-111.4116,
407, 495.8982,  -3.8424,-110.3666,
408, 491.9826,  -3.9393,-109.2782,
409, 488.0768,  -4.0365,-108.1462,
410, 484.1823,  -4.1321,-106.9691,
411, 480.2998,  -4.2278,-105.7482,
412, 476.4304,  -4.3229,-104.4809,
413, 472.5753,  -4.4167,-103.1670,
414, 468.7351,  -4.5111,-101.8073,
415, 464.9110,  -4.6058,-100.3987,
416, 461.1033,  -4.6977, -98.9397,
417, 457.3118,  -4.7871, -97.4287,
418, 453.5362,  -4.8750, -95.8662,
419, 449.7759,  -4.9602, -94.2526,
420, 446.0320,  -5.0428, -92.5871,
421, 442.3049,  -5.1262, -90.8711,
422, 438.5941,  -5.2138, -89.1073,
423, 434.9001,  -5.3027, -87.2930,
424, 431.2233,  -5.3909, -85.4281,
425, 427.5641,  -5.4765, -83.5123,
426, 423.9240,  -5.5578, -81.5444,
427, 420.3031,  -5.6371, -79.5269,
428, 416.7011,  -5.7192, -77.4616,
429, 413.1192,  -5.8023, -75.3464,
430, 409.5591,  -5.8839, -73.1799,
431, 406.0208,  -5.9651, -70.9640,
432, 402.5045,  -6.0476, -68.6995,
433, 399.0122,  -6.1292, -66.3845,
434, 395.5439,  -6.2102, -64.0202,
435, 392.1008,  -6.2896, -61.6058,
436, 388.6836,  -6.3676, -59.1419,
437, 385.2921,  -6.4452, -56.6303,
438, 381.9277,  -6.5200, -54.0696,
439, 378.5897,  -6.5955, -51.4626,
440, 375.2764,  -6.6754, -48.8126,
441, 371.9879,  -6.7598, -46.1200,
442, 368.7245,  -6.8459, -43.3845,
443, 365.4870,  -6.9325, -40.6066,
444, 362.2762,  -7.0182, -37.7855,
445, 359.0930,  -7.1006, -34.9209,
446, 355.9372,  -7.1791, -32.0141,
447, 352.8098,  -7.2553, -29.0655,
448, 349.7131,  -7.3270, -26.0740,
449, 346.6489,  -7.3917, -23.0388,
450, 343.6158,  -7.4501, -19.9623,
451, 340.6141,  -7.5019, -16.8443,
452, 337.6409,  -7.5492, -13.6890,
453, 334.6947,  -7.5956, -10.4988,
454, 331.7766,  -7.6412,  -7.2731,
455, 328.8873,  -7.6848,  -4.0116,
456, 326.0279,  -7.7227,  -0.7134,
457, 323.1989,  -7.7524,   2.6207,
458, 320.3979,  -7.7786,   5.9867,
459, 317.6242,  -7.8029,   9.3836,
460, 314.8767,  -7.8240,  12.8107,
461, 312.1539,  -7.8432,  16.2661,
462, 309.4543,  -7.8601,  19.7484,
463, 306.7757,  -7.8774,  23.2552,
464, 304.1164,  -7.8983,  26.7846,
465, 301.4765,  -7.9225,  30.3367,
466, 298.8551,  -7.9494,  33.9110,
467, 296.2518,  -7.9776,  37.5074,
468, 293.6661,  -8.0067,  41.1247,
469, 291.0975,  -8.0375,  44.7623,
470, 288.5456,  -8.0715,  48.4196,
471, 286.0111,  -8.1063,  52.0976,
472, 283.4951,  -8.1369,  55.7973,
473, 280.9976,  -8.1609,  59.5183,
474, 278.5186,  -8.1802,  63.2595,
475, 276.0577,  -8.1962,  67.0203,
476, 273.6155,  -8.2073,  70.8012,
477, 271.1921,  -8.2129,  74.6016,
478, 268.7861,  -8.2191,  78.4194,
479, 266.3981,  -8.2286,  82.2549,
480, 264.0276,  -8.2422,  86.1082,
481, 261.6753,  -8.2582,  89.9796,
482, 259.3419,  -8.2735,  93.8695,
483, 257.0297,  -8.2832,  97.7775,
484, 254.7403,  -8.2843, 101.7003,
485, 252.4733,  -8.2819, 105.6337,
486, 250.2273,  -8.2811, 109.5767,
487, 248.0024,  -8.2814, 113.5305,
488, 245.7986,  -8.2835, 117.4948,
489, 243.6164,  -8.2877, 121.4706,
490, 241.4568,  -8.2896, 125.4591,
491, 239.3202,  -8.2845, 129.4612,
492, 237.2037,  -8.2759, 133.4755,
493, 235.1061,  -8.2704, 137.5018,
494, 233.0271,  -8.2661, 141.5411,
495, 230.9650,  -8.2611, 145.5931,
496, 228.9169,  -8.2562, 149.6564,
497, 226.8810,  -8.2535, 153.7303,
498, 224.8553,  -8.2530, 157.8140,
499, 222.8380,  -8.2552, 161.9068,
500, 220.8264,  -8.2617, 166.0077,
501, 218.8200,  -8.2702, 170.1168,
502, 216.8167,  -8.2759, 174.2341,
503, 214.8147,  -8.2746, 178.3584,
504, 212.8124,  -8.2695, 182.4880,
505, 210.8083,  -8.2652, 186.6173,
506, 208.8113,  -8.2621, 190.7200,
507, 206.8220,  -8.2614, 194.7857,
508, 204.8219,  -8.2644, 198.8434,
509, 202.8095,  -8.2659, 202.8781,
510, 200.7974,  -8.2611, 206.8571,
511, 198.7903,  -8.2496, 210.7725,
512, 196.7878,  -8.2279, 214.6199,
513, 194.7843,  -8.2001, 218.3973,
514, 192.7756,  -8.1669, 222.1006,
515, 190.7594,  -8.1322, 225.7300,
516, 188.7353,  -8.1017, 229.2877,
517, 186.7029,  -8.0742, 232.7714,
518, 184.6619,  -8.0479, 236.1783,
519, 182.6146,  -8.0264, 239.5119,
520, 180.5629,  -8.0137, 242.7752,
521, 178.5067,  -8.0076, 245.9652,
522, 176.4474,  -8.0020, 249.0768,
523, 174.3870,  -7.9967, 252.1114,
524, 172.3274,  -7.9944, 255.0726,
525, 170.2718,  -7.9955, 257.9608,
526, 168.2241,  -7.9976, 260.7746,
527, 166.1871,  -8.0005, 263.5146,
528, 164.1623,  -8.0032, 266.1796,
529, 162.1507,  -8.0062, 268.7696,
530, 160.1520,  -8.0122, 271.2874,
531, 158.1656,  -8.0208, 273.7324,
532, 156.1910,  -8.0282, 276.1003,
533, 154.2282,  -8.0329, 278.3897,
534, 152.2770,  -8.0347, 280.6004,
535, 150.3374,  -8.0338, 282.7313,
536, 148.4094,  -8.0330, 284.7849,
537, 146.4937,  -8.0321, 286.7609,
538, 144.5879,  -8.0281, 288.6550,
539, 142.6877,  -8.0207, 290.4663,
540, 140.7896,  -8.0095, 292.1965,
541, 138.8905,  -7.9942, 293.8438,
542, 136.9863,  -7.9771, 295.4091,
543, 135.0688,  -7.9602, 296.8955,
544, 133.1302,  -7.9434, 298.3033,
545, 131.1651,  -7.9276, 299.6346,
546, 129.1699,  -7.9129, 300.8889,
547, 127.1465,  -7.8993, 302.0652,
548, 125.0966,  -7.8875, 303.1631,
549, 123.0219,  -7.8779, 304.1829,
550, 120.9242,  -7.8704, 305.1241,
551, 118.8052,  -7.8649, 305.9868,
552, 116.6666,  -7.8608, 306.7708,
553, 114.5110,  -7.8583, 307.4767,
554, 112.3414,  -7.8593, 308.1049,
555, 110.1598,  -7.8644, 308.6530,
556, 107.9680,  -7.8724, 309.1187,
557, 105.7684,  -7.8822, 309.5023,
558, 103.5629,  -7.8947, 309.8055,
559, 101.3525,  -7.9105, 310.0285,
560,  99.1387,  -7.9292, 310.1709,
561,  96.9230,  -7.9502, 310.2325,
562,  94.7071,  -7.9734, 310.2171,
563,  92.4916,  -7.9977, 310.1276,
564,  90.2767,  -8.0211, 309.9688,
565,  88.0610,  -8.0445, 309.7537,
566,  85.8413,  -8.0680, 309.4971,
567,  83.6155,  -8.0894, 309.2048,
568,  81.3825,  -8.1061, 308.8772,
569,  79.1425,  -8.1185, 308.5121,
570,  76.8962,  -8.1281, 308.1046,
571,  74.6445,  -8.1350, 307.6489,
572,  72.3889,  -8.1395, 307.1404,
573,  70.1310,  -8.1425, 306.5755,
574,  67.8724,  -8.1443, 305.9520,
575,  65.6149,  -8.1449, 305.2680,
576,  63.3616,  -8.1438, 304.5222,
577,  61.1167,  -8.1406, 303.7167,
578,  58.8846,  -8.1369, 302.8534,
579,  56.6701,  -8.1344, 301.9330,
580,  54.4768,  -8.1341, 300.9565,
581,  52.3081,  -8.1345, 299.9231,
582,  50.1673,  -8.1341, 298.8324,
583,  48.0576,  -8.1316, 297.6842,
584,  45.9819,  -8.1270, 296.4786,
585,  43.9417,  -8.1230, 295.2173,
586,  41.9374,  -8.1215, 293.8997,
587,  39.9693,  -8.1209, 292.5237,
588,  38.0379,  -8.1187, 291.0877,
589,  36.1441,  -8.1149, 289.5915,
590,  34.2884,  -8.1107, 288.0354,
591,  32.4713,  -8.1075, 286.4209,
592,  30.6935,  -8.1056, 284.7490,
593,  28.9564,  -8.1043, 283.0201,
594,  27.2606,  -8.1025, 281.2352,
595,  25.6069,  -8.0996, 279.3948,
596,  23.9957,  -8.0958, 277.5001,
597,  22.4271,  -8.0917, 275.5527,
598,  20.9018,  -8.0876, 273.5540,
599,  19.4197,  -8.0832, 271.5056,
600,  17.9818,  -8.0785, 269.4084,
601,  16.5890,  -8.0724, 267.2643,
602,  15.2436,  -8.0633, 265.0756,
603,  13.9484,  -8.0493, 262.8446,
604,  12.7060,  -8.0305, 260.5739,
605,  11.5167,  -8.0070, 258.2669,
606,  10.3816,  -7.9799, 255.9268,
607,   9.3014,  -7.9501, 253.5547,
608,   8.2771,  -7.9172, 251.1506,
609,   7.3080,  -7.8825, 248.7156,
610,   6.3945,  -7.8473, 246.2507,
611,   5.5405,  -7.8099, 243.7572,
612,   4.7466,  -7.7694, 241.2381,
613,   4.0123,  -7.7265, 238.6956,
614,   3.3391,  -7.6810, 236.1301,
615,   2.7280,  -7.6319, 233.5418,
616,   2.1772,  -7.5803, 230.9324,
617,   1.6848,  -7.5297, 228.3045,
618,   1.2526,  -7.4806, 225.6600,
619,   0.8802,  -7.4328, 223.0009,
620,   0.5663,  -7.3858, 220.3278,
621,   0.3088,  -7.3403, 217.6410,
622,   0.1063,  -7.2967, 214.9402,
623,  -0.0441,  -7.2531, 212.2248,
624,  -0.1508,  -7.2074, 209.4946,
625,  -0.2291,  -7.1602, 206.7500,
626,  -0.3010,  -7.1130, 203.9920,
627,  -0.3891,  -7.0641, 201.2211,
628,  -0.5094,  -7.0114, 198.4394,
629,  -0.6720,  -6.9549, 195.6526,
630,  -0.8823,  -6.8950, 192.8669,
631,  -1.1436,  -6.8328, 190.0879,
632,  -1.4583,  -6.7686, 187.3199,
633,  -1.8272,  -6.7032, 184.5657,
634,  -2.2509,  -6.6374, 181.8273,
635,  -2.7305,  -6.5714, 179.1066,
636,  -3.2671,  -6.5068, 176.4061,
637,  -3.8617,  -6.4445, 173.7269,
638,  -4.5187,  -6.3803, 171.0732,
639,  -5.2373,  -6.3114, 168.4553,
640,  -6.0122,  -6.2377, 165.8852,
641,  -6.8333,  -6.1604, 163.3721,
642,  -7.6933,  -6.0853, 160.9184,
643,  -8.6046,  -6.0128, 158.5158,
644,  -9.5667,  -5.9398, 156.1669,
645, -10.5730,  -5.8679, 153.8764,
